attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
Larner Vineyard & Winery Tasting Room,"2900 Grand Avenue, Los Olivos, CA 93441",93441,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32660-d675792-Reviews-Larner_Vineyard_Winery_Tasting_Room-Los_Olivos_California.html,"['Filters', 'English', 'Detailed Reviews']"
Museum of Social Justice,"115 Paseo De La Plaza, Los Angeles, CA 90012-2922",90012,4.5,4,https://www.tripadvisor.com/Attraction_Review-g32655-d10796698-Reviews-Museum_of_Social_Justice-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Bumgarner Winery,"3550 Carson Rd, Camino, CA 95709-9330",95709,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32150-d10822762-Reviews-Bumgarner_Winery-Camino_California.html,"['Filters', 'English', 'Detailed Reviews']"
Hafner Vineyard,"4280 Pine Flat Rd, Healdsburg, CA 95448-8059",95448,5.0,11,https://www.tripadvisor.com/Attraction_Review-g32482-d6563267-Reviews-Hafner_Vineyard-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'barrel tasting', 'cabernet', 'vineyard', 'wines']"
Quail Run Ranch,"44420 Shaffer Rd, Lake Hughes, CA 93532-1039",93532,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32597-d8666660-Reviews-Quail_Run_Ranch-Lake_Hughes_California.html,"['Filters', 'English', 'Detailed Reviews']"
Ferrara Winery,"1120 W 15th Ave, Escondido, CA 92025-5548",92025,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32358-d592154-Reviews-Ferrara_Winery-Escondido_California.html,"['Filters', 'English', 'Detailed Reviews']"
GRAPESEED,"222 Healdsburg Ave, Healdsburg, CA 95448",95448,5.0,7,https://www.tripadvisor.com/Attraction_Review-g32482-d13399664-Reviews-GRAPESEED-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Clutter’s Park,"Imperial Ave & Sheldon St, Los Angeles, CA 90245",90245,4.5,15,https://www.tripadvisor.com/Attraction_Review-g32655-d6963408-Reviews-Clutter_s_Park-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'benches', 'lax', 'camera']"
Taylor Mountain Regional Park & Open Space Preserve,"3820 Petaluma Hill Rd, Santa Rosa, CA 95404-9798",95404,4.5,15,https://www.tripadvisor.com/Attraction_Review-g33055-d9883866-Reviews-Taylor_Mountain_Regional_Park_Open_Space_Preserve-Santa_Rosa_Sonoma_County_Califor.html,"['Filters', 'English', 'Detailed Reviews', 'loop', 'hike', 'challenging']"
Palm Springs Dog Park,"222 N Civic Dr Behind City Hall, Palm Springs, Greater Palm Springs, CA 92262-6904",92262,4.5,12,https://www.tripadvisor.com/Attraction_Review-g32847-d10123050-Reviews-Palm_Springs_Dog_Park-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews']"
Old World Winery,"850 River Rd, Fulton, CA 95439-8819",95439,5.0,10,https://www.tripadvisor.com/Attraction_Review-g32417-d1913051-Reviews-Old_World_Winery-Fulton_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
MacLeod Ale Brewing House,"14741 Calvert St, Los Angeles, CA 91411-2706",91411,5.0,16,https://www.tripadvisor.com/Attraction_Review-g32655-d7387728-Reviews-MacLeod_Ale_Brewing_House-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'van nuys', 'parking', 'ride']"
Big Stump Brew Co.,"1716 L St, Sacramento, CA 95811-4024",95811,4.5,16,https://www.tripadvisor.com/Attraction_Review-g32999-d12051227-Reviews-Big_Stump_Brew_Co-Sacramento_California.html,"['Filters', 'English', 'Detailed Reviews', 'sour beer', 'beers on tap']"
The Mechanized Museum,"Bldg 2612, Vandergrift Blvd, Camp Pendleton, CA 92055",92055,3.5,4,https://www.tripadvisor.com/Attraction_Review-g32153-d10100239-Reviews-The_Mechanized_Museum-Camp_Pendleton_California.html,"['Filters', 'English', 'Detailed Reviews']"
HQ Gallery,"333 1st St Suite D, Benicia, CA 94510-3258",94510,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32064-d13382868-Reviews-HQ_Gallery-Benicia_California.html,"['Filters', 'English', 'Detailed Reviews']"
Lightheart Cellars,"305 Roosevelt Ave, San Martin, CA 95046-9402",95046,4.5,3,https://www.tripadvisor.com/Attraction_Review-g33030-d3812436-Reviews-Lightheart_Cellars-San_Martin_California.html,"['Filters', 'English', 'Detailed Reviews']"
Southwest Museum,"234 Museum Dr, Los Angeles, CA 90065-5000",90065,3.0,12,https://www.tripadvisor.com/Attraction_Review-g32655-d127361-Reviews-Southwest_Museum-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Alley 6 Craft Distillery,"1401 Grove St, Healdsburg, CA 95448-4711",95448,5.0,12,https://www.tripadvisor.com/Attraction_Review-g32482-d10165819-Reviews-Alley_6_Craft_Distillery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Leimert Park Village,"Crenshaw Blvd. and 43rd Street, Los Angeles, CA 90008",90008,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32655-d129306-Reviews-Leimert_Park_Village-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Los Gatos Visitor Center,"10 Station Way, Los Gatos, CA 95030-5926",95030,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32657-d19410828-Reviews-Los_Gatos_Visitor_Center-Los_Gatos_California.html,"['Filters', 'English', 'Detailed Reviews']"
Pacific Southwest Railway Museum,"4695 Nebo Dr, La Mesa, CA 91941-5259",91941,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32579-d17556163-Reviews-Pacific_Southwest_Railway_Museum-La_Mesa_California.html,"['Filters', 'English', 'Detailed Reviews']"
Papoose Pass Trail,"Brandy Creek Road Near Sheep Camp, Whiskeytown, CA 96095",96095,5.0,2,https://www.tripadvisor.com/Attraction_Review-g60990-d9776336-Reviews-Papoose_Pass_Trail-Whiskeytown_California.html,"['Filters', 'English', 'Detailed Reviews']"
Healdsburg Veterans Memorial Beach,"13839 Old Redwood Hwy, Healdsburg, CA 95448-9825",95448,4.5,5,https://www.tripadvisor.com/Attraction_Review-g32482-d14921467-Reviews-Healdsburg_Veterans_Memorial_Beach-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rashelica Winery & Art Garden,"17948 Highway 67, Ramona, CA 92065-7312",92065,4.5,7,https://www.tripadvisor.com/Attraction_Review-g32937-d15322643-Reviews-Rashelica_Winery_Art_Garden-Ramona_California.html,"['Filters', 'English', 'Detailed Reviews', 'wines']"
Field Recordings Winery,"3070 Limestone Way Ste C, Paso Robles, CA 93446-5988",93446,5.0,6,https://www.tripadvisor.com/Attraction_Review-g32861-d19319305-Reviews-Field_Recordings_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wines']"
Warner Grand Theatre,"478 W 6th St San Pedro, Los Angeles, CA 90014-1402",90014,4.5,11,https://www.tripadvisor.com/Attraction_Review-g32655-d1161687-Reviews-Warner_Grand_Theatre-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'san pedro', 'box office', 'restored', 'parking']"
Frey House II,"686 Palisades Dr, Palm Springs, Greater Palm Springs, CA 92262-5644",92262,5.0,8,https://www.tripadvisor.com/Attraction_Review-g32847-d6403492-Reviews-Frey_House_II-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'modernism week', 'mid century', 'mountainside', 'architecture', 'tour']"
Uesugi Farms Pumpkin Park,"14485 Monterey Road, San Martin, CA 95046-9548",95046,4.0,3,https://www.tripadvisor.com/Attraction_Review-g33030-d15263515-Reviews-Uesugi_Farms_Pumpkin_Park-San_Martin_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sausalito Woman's Club,"20 Central Ave, Sausalito, CA 94965-2310",94965,2.0,1,https://www.tripadvisor.com/Attraction_Review-g33062-d15095498-Reviews-Sausalito_Woman_s_Club-Sausalito_Marin_County_California.html,"['Filters', 'All languages', 'Detailed Reviews']"
St. Mary of the Immaculate Conception,"219 Bean Ave, Los Gatos, CA 95030-5944",95030,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32657-d20030147-Reviews-St_Mary_of_the_Immaculate_Conception-Los_Gatos_California.html,"['Filters', 'English', 'Detailed Reviews']"
Mary L. Stephens Library,"315 E 14th St, Davis, CA 95616-2029",95616,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32283-d19043238-Reviews-Mary_L_Stephens_Library-Davis_California.html,"['Filters', 'English', 'Detailed Reviews']"
Chaparral at Woodside,"4040 Woodside Rd, Woodside, CA 94062-2545",94062,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33292-d11881559-Reviews-Chaparral_at_Woodside-Woodside_California.html,"['Filters', 'English', 'Detailed Reviews']"
Oviatt Building,"617 S Olive St, Los Angeles, CA 90014-1605",90014,4.5,11,https://www.tripadvisor.com/Attraction_Review-g32655-d560872-Reviews-Oviatt_Building-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Westridge-Canyonback Wilderness Park,"17500 Mulholland Dr, Los Angeles, CA 90049-1280",90049,4.0,10,https://www.tripadvisor.com/Attraction_Review-g32655-d7714855-Reviews-Westridge_Canyonback_Wilderness_Park-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'hikers', 'trailhead']"
Otis College of Art and Design Gallery,"9045 Lincoln Blvd, Los Angeles, CA 90045-3505",90045,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32655-d560871-Reviews-Otis_College_of_Art_and_Design_Gallery-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Suttonfield Lake,"13630 Hwy 12, Glen Ellen, CA 95442-9619",95442,4.0,8,https://www.tripadvisor.com/Attraction_Review-g32429-d6981198-Reviews-Suttonfield_Lake-Glen_Ellen_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Woodside Library & Native Plant Garden,"3140 Woodside Rd, Woodside, CA 94062-2553",94062,4.0,5,https://www.tripadvisor.com/Attraction_Review-g33292-d4242590-Reviews-Woodside_Library_Native_Plant_Garden-Woodside_California.html,"['Filters', 'English', 'Detailed Reviews']"
Agua Caliente Cultural Museum,"219 S Palm Canyon Dr, Palm Springs, Greater Palm Springs, CA 92262-6310",92262,4.5,71,https://www.tripadvisor.com/Attraction_Review-g32847-d531390-Reviews-Agua_Caliente_Cultural_Museum-Palm_Springs_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews']"
Ascot Hills Park,"4371 Multnomah St, Los Angeles, CA 90032-3625",90032,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32655-d10307218-Reviews-Ascot_Hills_Park-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
St. John's Cathedral,"514 W Adams Blvd, Los Angeles, CA 90007-2616",90007,4.0,3,https://www.tripadvisor.com/Attraction_Review-g32655-d13846694-Reviews-St_John_s_Cathedral-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Davis Family Vineyards,"52 Front St, Healdsburg, CA 95448-4406",95448,5.0,21,https://www.tripadvisor.com/Attraction_Review-g32482-d1070586-Reviews-Davis_Family_Vineyards-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Dover Canyon Winery,"4520 Vineyard Dr, Paso Robles, CA 93446-7611",93446,4.5,7,https://www.tripadvisor.com/Attraction_Review-g32861-d629460-Reviews-Dover_Canyon_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Fort Point National Historic Site,"Long Ave & Marine Dr Building 999, San Francisco, CA 94129",94129,4.5,1074,https://www.tripadvisor.com/Attraction_Review-g60713-d143136-Reviews-Fort_Point_National_Historic_Site-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'civil war', 'the golden gate bridge', 'unique view', 'interesting history', 'alcatraz island', 'bay', 'masonry', 'vertigo', 'army', 'ggb', 'era', 'jacket']"
Los Angeles State Historic Park,"1245 N Spring St, Los Angeles, CA 90012-1838",90012,3.5,6,https://www.tripadvisor.com/Attraction_Review-g32655-d12514906-Reviews-Los_Angeles_State_Historic_Park-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Bridges Auditorium,"450 N College Way Pomona College, Claremont, CA 91711-4402",91711,2.5,4,https://www.tripadvisor.com/Attraction_Review-g32215-d13955872-Reviews-Bridges_Auditorium-Claremont_California.html,"['Filters', 'English', 'Detailed Reviews']"
Murphy-Goode Winery Tasting Room,"20 Matheson St, Healdsburg, CA 95448-4121",95448,4.5,11,https://www.tripadvisor.com/Attraction_Review-g32482-d4697569-Reviews-Murphy_Goode_Winery_Tasting_Room-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Stanger Vineyards,"5221 E Highway 41, Paso Robles, CA 93446-7449",93446,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32861-d4137027-Reviews-Stanger_Vineyards-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Blanchard Family Wines,"109 W North St, Healdsburg, CA 95448-4814",95448,5.0,9,https://www.tripadvisor.com/Attraction_Review-g32482-d10714782-Reviews-Blanchard_Family_Wines-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Inez Grant Parker Memorial Rose Garden,"2455 Park Boulevard Balboa Park, San Diego, CA 92104",92104,4.5,52,https://www.tripadvisor.com/Attraction_Review-g60750-d557353-Reviews-Inez_Grant_Parker_Memorial_Rose_Garden-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'balboa park', 'bloom', 'plants', 'beauty', 'stroll']"
Casa Madrona,"156 Bulkley Ave, Sausalito, CA 94965-2109",94965,3.5,5,https://www.tripadvisor.com/Attraction_Review-g33062-d15095335-Reviews-Casa_Madrona-Sausalito_Marin_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Homecoming Statue,"700 N. Harbor Drive Tuna Harbor Park, San Diego, CA 92101",92101,4.5,56,https://www.tripadvisor.com/Attraction_Review-g60750-d6929928-Reviews-The_Homecoming_Statue-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews']"
Napa Valley Casino,"3466 Broadway St, American Canyon, CA 94503-1263",94503,3.0,1,https://www.tripadvisor.com/Attraction_Review-g29091-d13206366-Reviews-Napa_Valley_Casino-American_Canyon_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Neal Family Vineyards,"716 Liparita Ave, Angwin, CA 94508-9693",94508,4.5,18,https://www.tripadvisor.com/Attraction_Review-g29096-d1535275-Reviews-Neal_Family_Vineyards-Angwin_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'howell mountain', 'wine club', 'wines', 'winery']"
Ernest Hemingway Vineyards and Winery,"1340 Penman Springs Rd, Paso Robles, CA 93446-7026",93446,5.0,2,https://www.tripadvisor.com/Attraction_Review-g32861-d19760415-Reviews-Ernest_Hemingway_Vineyards_and_Winery-Paso_Robles_San_Luis_Obispo_County_Californ.html,"['Filters', 'English', 'Detailed Reviews']"
Gelfand Vineyards,"Stree5530 Dresser Ranch Place, Paso Robles, CA 93446",93446,5.0,5,https://www.tripadvisor.com/Attraction_Review-g32861-d7197893-Reviews-Gelfand_Vineyards-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine club', 'member', 'vineyard', 'tasting']"
Kohill Winery,"17211 Highlander Rd, Ramona, CA 92065-6971",92065,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32937-d8409538-Reviews-Kohill_Winery-Ramona_California.html,"['Filters', 'English', 'Detailed Reviews']"
Border Field State Park,"1500 Monument Rd, San Diego, CA 92154",92154,4.0,71,https://www.tripadvisor.com/Attraction_Review-g60750-d12377372-Reviews-Border_Field_State_Park-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'important place to visit', 'mexico', 'picnic']"
Veterans Memorial Theater,"201 E 14th St, Davis, CA 95616",95616,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32283-d12949926-Reviews-Veterans_Memorial_Theater-Davis_California.html,"['Filters', 'English', 'Detailed Reviews']"
North Sonoma Mountain Regional Park and Open Space Preserve,"5297 Sonoma Mountain Rd, Santa Rosa, CA 95404-8514",95404,4.5,6,https://www.tripadvisor.com/Attraction_Review-g33055-d12729667-Reviews-North_Sonoma_Mountain_Regional_Park_and_Open_Space_Preserve-Santa_Rosa_Sonoma_Cou.html,"['Filters', 'English', 'Detailed Reviews']"
Soaring Hawk Vineyards,"4255 Vista Del Lago, Santa Margarita, CA 93453-8675",93453,5.0,2,https://www.tripadvisor.com/Attraction_Review-g33050-d8241375-Reviews-Soaring_Hawk_Vineyards-Santa_Margarita_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
"The Sofia, Home of B Street","2700 Capitol Ave, Sacramento, CA 95816-6005",95816,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32999-d14204285-Reviews-The_Sofia_Home_of_B_Street-Sacramento_California.html,"['Filters', 'English', 'Detailed Reviews']"
Terra Valentine,"264 Crystal Springs Rd, St. Helena, CA 94574-9664",94574,4.0,2,https://www.tripadvisor.com/Attraction_Review-g33000-d8631863-Reviews-Terra_Valentine-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Doheny Mansion and Chester Place,"8 Chester Pl, Los Angeles, CA 90007-2518",90007,3.5,9,https://www.tripadvisor.com/Attraction_Review-g32655-d560780-Reviews-Doheny_Mansion_and_Chester_Place-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Design Museum of UC Davis,"Walker Hall One Shields Avenue, Davis, CA 95616",95616,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32283-d592556-Reviews-Design_Museum_of_UC_Davis-Davis_California.html,"['Filters', 'English', 'Detailed Reviews']"
Terroirs Artisan Wines,"21001 Geyserville Ave, Geyserville, CA 95441-9334",95441,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32427-d1758329-Reviews-Terroirs_Artisan_Wines-Geyserville_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Grizzly Republic Wines,"840 13th St, Paso Robles, CA 93446-2265",93446,5.0,3,https://www.tripadvisor.com/Attraction_Review-g32861-d10330902-Reviews-Grizzly_Republic_Wines-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Gwinllan Estate Winery,"7060 Fairplay Rd, Somerset, CA 95684-9535",95684,5.0,6,https://www.tripadvisor.com/Attraction_Review-g33104-d6460160-Reviews-Gwinllan_Estate_Winery-Somerset_California.html,"['Filters', 'English', 'Detailed Reviews']"
C.Donatiello Winery,"320 Center St, Healdsburg, CA 95448-4102",95448,5.0,19,https://www.tripadvisor.com/Attraction_Review-g32482-d11741446-Reviews-C_Donatiello_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Big Oak Flat Information Center,"6107 Big Oak Flat Rd, Yosemite National Park, CA 95389",95389,4.5,9,https://www.tripadvisor.com/Attraction_Review-g61000-d591269-Reviews-Big_Oak_Flat_Information_Center-Yosemite_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews']"
Greenspace Creekside Reserve,"Center St. and Hesperian Lane, Cambria, CA 93428",93428,4.5,7,https://www.tripadvisor.com/Attraction_Review-g32148-d9583113-Reviews-Greenspace_Creekside_Reserve-Cambria_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
